,resource,resource_type,direct_access,frequency,member_id,version,time_range,resolution,file_fullpath,file_basename,file_dirname
1129,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,012,v1,19990101-19991231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19990101_19991231_012.nc4,conus_daily_eighth_19990101_19991231_012.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1130,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,080,v1,20140101-20141231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20140101_20141231_080.nc4,conus_daily_eighth_20140101_20141231_080.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1131,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,094,v1,20120101-20121231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20120101_20121231_094.nc4,conus_daily_eighth_20120101_20121231_094.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1132,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,027,v1,19930101-19931231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19930101_19931231_027.nc4,conus_daily_eighth_19930101_19931231_027.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1133,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,020,v1,20120101-20121231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20120101_20121231_020.nc4,conus_daily_eighth_20120101_20121231_020.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1134,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,023,v1,19980101-19981231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19980101_19981231_023.nc4,conus_daily_eighth_19980101_19981231_023.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1135,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,078,v1,19870101-19871231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19870101_19871231_078.nc4,conus_daily_eighth_19870101_19871231_078.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1136,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,099,v1,20040101-20041231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20040101_20041231_099.nc4,conus_daily_eighth_20040101_20041231_099.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1137,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,019,v1,19910101-19911231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19910101_19911231_019.nc4,conus_daily_eighth_19910101_19911231_019.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1138,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,086,v1,19840101-19841231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19840101_19841231_086.nc4,conus_daily_eighth_19840101_19841231_086.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1139,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,091,v1,19840101-19841231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19840101_19841231_091.nc4,conus_daily_eighth_19840101_19841231_091.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1140,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,023,v1,19820101-19821231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19820101_19821231_023.nc4,conus_daily_eighth_19820101_19821231_023.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1141,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,017,v1,19950101-19951231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19950101_19951231_017.nc4,conus_daily_eighth_19950101_19951231_017.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1142,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,038,v1,19830101-19831231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19830101_19831231_038.nc4,conus_daily_eighth_19830101_19831231_038.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1143,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,026,v1,19850101-19851231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19850101_19851231_026.nc4,conus_daily_eighth_19850101_19851231_026.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1144,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,051,v1,20010101-20011231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20010101_20011231_051.nc4,conus_daily_eighth_20010101_20011231_051.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1145,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,060,v1,20070101-20071231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20070101_20071231_060.nc4,conus_daily_eighth_20070101_20071231_060.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1146,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,054,v1,20110101-20111231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20110101_20111231_054.nc4,conus_daily_eighth_20110101_20111231_054.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1147,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,068,v1,19860101-19861231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19860101_19861231_068.nc4,conus_daily_eighth_19860101_19861231_068.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1148,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,063,v1,19800101-19801231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19800101_19801231_063.nc4,conus_daily_eighth_19800101_19801231_063.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1149,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,003,v1,19870101-19871231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19870101_19871231_003.nc4,conus_daily_eighth_19870101_19871231_003.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1150,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,028,v1,19820101-19821231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19820101_19821231_028.nc4,conus_daily_eighth_19820101_19821231_028.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1151,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,053,v1,19900101-19901231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19900101_19901231_053.nc4,conus_daily_eighth_19900101_19901231_053.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1152,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,073,v1,20020101-20021231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20020101_20021231_073.nc4,conus_daily_eighth_20020101_20021231_073.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1153,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,095,v1,20100101-20101231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20100101_20101231_095.nc4,conus_daily_eighth_20100101_20101231_095.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1154,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,031,v1,20020101-20021231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20020101_20021231_031.nc4,conus_daily_eighth_20020101_20021231_031.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1155,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,036,v1,19830101-19831231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19830101_19831231_036.nc4,conus_daily_eighth_19830101_19831231_036.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1156,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,075,v1,20010101-20011231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20010101_20011231_075.nc4,conus_daily_eighth_20010101_20011231_075.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1157,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,083,v1,20150101-20151231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20150101_20151231_083.nc4,conus_daily_eighth_20150101_20151231_083.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1158,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,006,v1,19920101-19921231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19920101_19921231_006.nc4,conus_daily_eighth_19920101_19921231_006.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1159,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,050,v1,19990101-19991231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19990101_19991231_050.nc4,conus_daily_eighth_19990101_19991231_050.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1160,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,013,v1,19930101-19931231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19930101_19931231_013.nc4,conus_daily_eighth_19930101_19931231_013.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1161,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,050,v1,19920101-19921231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19920101_19921231_050.nc4,conus_daily_eighth_19920101_19921231_050.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1162,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,038,v1,19900101-19901231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19900101_19901231_038.nc4,conus_daily_eighth_19900101_19901231_038.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1163,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,008,v1,19910101-19911231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19910101_19911231_008.nc4,conus_daily_eighth_19910101_19911231_008.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1164,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,082,v1,19890101-19891231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19890101_19891231_082.nc4,conus_daily_eighth_19890101_19891231_082.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1165,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,001,v1,19960101-19961231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19960101_19961231_001.nc4,conus_daily_eighth_19960101_19961231_001.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1166,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,076,v1,20090101-20091231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20090101_20091231_076.nc4,conus_daily_eighth_20090101_20091231_076.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1167,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,080,v1,20010101-20011231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20010101_20011231_080.nc4,conus_daily_eighth_20010101_20011231_080.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1168,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,063,v1,19970101-19971231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19970101_19971231_063.nc4,conus_daily_eighth_19970101_19971231_063.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1169,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,086,v1,20010101-20011231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20010101_20011231_086.nc4,conus_daily_eighth_20010101_20011231_086.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1170,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,058,v1,19880101-19881231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19880101_19881231_058.nc4,conus_daily_eighth_19880101_19881231_058.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1171,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,069,v1,19860101-19861231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19860101_19861231_069.nc4,conus_daily_eighth_19860101_19861231_069.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1172,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,002,v1,19850101-19851231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19850101_19851231_002.nc4,conus_daily_eighth_19850101_19851231_002.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1173,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,051,v1,20050101-20051231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20050101_20051231_051.nc4,conus_daily_eighth_20050101_20051231_051.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1174,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,039,v1,19980101-19981231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19980101_19981231_039.nc4,conus_daily_eighth_19980101_19981231_039.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1175,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,064,v1,20100101-20101231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20100101_20101231_064.nc4,conus_daily_eighth_20100101_20101231_064.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1176,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,004,v1,20110101-20111231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20110101_20111231_004.nc4,conus_daily_eighth_20110101_20111231_004.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1177,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,089,v1,20010101-20011231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20010101_20011231_089.nc4,conus_daily_eighth_20010101_20011231_089.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1178,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,015,v1,20090101-20091231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20090101_20091231_015.nc4,conus_daily_eighth_20090101_20091231_015.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1179,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,048,v1,19980101-19981231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19980101_19981231_048.nc4,conus_daily_eighth_19980101_19981231_048.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1180,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,035,v1,20090101-20091231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20090101_20091231_035.nc4,conus_daily_eighth_20090101_20091231_035.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1181,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,033,v1,19890101-19891231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19890101_19891231_033.nc4,conus_daily_eighth_19890101_19891231_033.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1182,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,047,v1,20140101-20141231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20140101_20141231_047.nc4,conus_daily_eighth_20140101_20141231_047.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1183,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,063,v1,20000101-20001231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20000101_20001231_063.nc4,conus_daily_eighth_20000101_20001231_063.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1184,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,012,v1,19880101-19881231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19880101_19881231_012.nc4,conus_daily_eighth_19880101_19881231_012.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1185,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,062,v1,19890101-19891231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19890101_19891231_062.nc4,conus_daily_eighth_19890101_19891231_062.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1186,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,027,v1,19850101-19851231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19850101_19851231_027.nc4,conus_daily_eighth_19850101_19851231_027.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1187,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,083,v1,19950101-19951231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19950101_19951231_083.nc4,conus_daily_eighth_19950101_19951231_083.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1188,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,028,v1,19890101-19891231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19890101_19891231_028.nc4,conus_daily_eighth_19890101_19891231_028.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1189,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,065,v1,20040101-20041231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20040101_20041231_065.nc4,conus_daily_eighth_20040101_20041231_065.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1190,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,011,v1,19930101-19931231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19930101_19931231_011.nc4,conus_daily_eighth_19930101_19931231_011.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1191,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,003,v1,20110101-20111231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20110101_20111231_003.nc4,conus_daily_eighth_20110101_20111231_003.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1192,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,081,v1,19870101-19871231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19870101_19871231_081.nc4,conus_daily_eighth_19870101_19871231_081.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1193,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,058,v1,19950101-19951231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19950101_19951231_058.nc4,conus_daily_eighth_19950101_19951231_058.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1194,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,030,v1,19800101-19801231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_19800101_19801231_030.nc4,conus_daily_eighth_19800101_19801231_030.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1195,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,035,v1,20000101-20001231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20000101_20001231_035.nc4,conus_daily_eighth_20000101_20001231_035.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1196,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,049,v1,20020101-20021231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20020101_20021231_049.nc4,conus_daily_eighth_20020101_20021231_049.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
1197,v1_landmask:GMET_V1:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/,posix,True,daily,013,v1,20080101-20081231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/conus_daily_eighth_20080101_20081231_013.nc4,conus_daily_eighth_20080101_20081231_013.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v1_landmask/
